game_id,title,developer,genre,release_date,release_month,release_day_of_week,price_usd,is_f2p,has_launch_discount,launch_discount_pct,tags,n_tags,has_early_access,has_multiplayer,has_controller_support,developer_prior_titles,developer_years_active,developer_avg_prior_rating,developer_is_established,wishlists,has_demo,demo_conversion_rate,marketing_score,reviews_24h,positive_ratio,peak_ccu_24h,review_velocity_per_hour,refund_rate,median_playtime_24h,launch_success_score
SG-0494,Citadel,Nova Works,Strategy,2020-10-08,10,Thursday,0.0,True,False,0,Turn-Based|Tactical|Management|Base Building|3D|Hack and Slash|Online Co-op|Fishing,8,False,True,False,1,4,0.691,True,5395,False,,91.6,41,0.673,320,1.71,0.14,2.6,49.02
SG-0495,Kingdom,Frost Digital,Strategy,2020-06-21,6,Sunday,4.99,False,False,0,Real-Time|Tactical|Controller Support|Deck Building|Anime,5,False,False,True,6,2,0.641,True,4413,True,0.169,14.7,121,0.585,257,5.04,0.162,1.96,45.82
SG-0496,The Forge,Silver Digital,RPG,2020-01-18,1,Saturday,14.99,False,False,0,Fantasy|Open World|Pixel Graphics|Fast-Paced|Moddable|Sandbox|Online Co-op|Co-op,8,False,True,False,6,18,0.752,False,1756,True,0.211,44.8,53,0.852,86,2.21,0.01,4.35,57.87
SG-0497,Dominion,Golden Interactive,Action,2020-11-28,11,Saturday,9.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|Sci-Fi|Difficult|Co-op|Cute,7,False,True,True,8,6,0.511,False,138,False,,32.1,3,0.591,7,0.12,0.209,2.3,41.24
SG-0498,Realm of Eclipse,Void Works,RPG,2023-09-16,9,Saturday,14.99,False,False,0,Choices Matter|Sci-Fi|Tactical|Pixel Graphics,4,False,False,False,2,17,0.499,False,396,False,,17.0,6,0.53,26,0.25,0.166,2.39,40.71
SG-0499,Lost Haven,Lunar Digital,Adventure,2020-11-01,11,Sunday,0.0,True,False,0,Story Rich|Exploration|Atmospheric|Singleplayer|Narrative,5,False,False,False,9,1,0.719,False,1585,False,,40.5,14,0.913,161,0.58,0.11,3.02,56.94
SG-0500,The Horizon,Shadow Productions,Action,2023-06-18,6,Sunday,9.99,False,True,20,Competitive|Hack and Slash|Early Access|Fast-Paced|Cooking|Souls-like|VR|Base Building,8,True,False,False,13,8,0.612,False,10681,False,,64.3,224,0.491,578,9.33,0.17,1.77,47.28
SG-0501,Horizon,Pixel Software,Horror,2020-10-27,10,Tuesday,9.99,False,False,0,Dark|Atmospheric|Singleplayer|Souls-like|Tower Defense,5,False,False,False,0,8,0.821,False,1094,False,,26.5,21,0.676,34,0.88,0.197,0.63,36.44
SG-0502,Kingdom of Rift,Void Arts,Action,2023-12-01,12,Friday,9.99,False,True,10,Fast-Paced|Hack and Slash|3D|Competitive,4,False,False,False,0,4,0.907,True,68196,False,,56.0,1126,0.78,6105,46.92,0.089,1.69,85.53
SG-0503,Thunder Wasteland,Nova Software,Strategy,2020-05-18,5,Monday,14.99,False,True,25,Turn-Based|Management|PvP|Open World|Procedural Generation,5,False,True,False,6,7,0.621,True,5751,True,0.149,61.7,117,0.65,401,4.88,0.203,2.11,48.27
SG-0504,Frost Depths,Titan Software,Action,2021-06-25,6,Friday,14.99,False,False,0,3D|Controller Support|Card Game|Turn-Based|Story Rich,5,False,False,True,4,4,0.856,False,3348,False,,62.4,97,0.632,315,4.04,0.133,2.57,49.96
SG-0505,Nexus,Neon Labs,Adventure,2020-01-21,1,Tuesday,9.99,False,False,0,Atmospheric|Singleplayer|Narrative|Music|Crafting|Competitive|VR,7,False,False,False,0,2,0.627,False,815,False,,61.7,16,0.826,63,0.67,0.108,2.77,52.93
SG-0506,Silent Kingdom,Void Productions,Simulation,2022-01-17,1,Monday,9.99,False,False,0,Management|Relaxing|Bullet Hell|Metroidvania|Co-op|Souls-like|Open World|Procedural Generation,8,False,True,False,6,9,0.616,False,3645,False,,41.0,55,0.738,91,2.29,0.11,3.18,53.06
SG-0507,The Legacy,Rogue Creations,Puzzle,2020-10-15,10,Thursday,4.99,False,False,0,Singleplayer|2D|Narrative|3D|City Builder,5,False,False,False,0,1,0.472,False,877,False,,40.2,2,0.372,20,0.08,0.248,0.2,23.59
SG-0508,Forge,Storm Works,RPG,2022-10-05,10,Wednesday,14.99,False,True,25,Choices Matter|Open World|PvP|2D|Procedural Generation|Fishing,6,False,True,False,1,9,0.763,False,1227,False,,70.4,48,0.747,73,2.0,0.099,4.43,53.14
SG-0509,The Bastion,Nexus Games,Casual,2023-09-06,9,Wednesday,19.99,False,True,25,Cute|Puzzle|Singleplayer|Metroidvania,4,False,False,False,4,3,0.608,True,9223,False,,66.3,232,0.757,826,9.67,0.113,3.73,63.59
SG-0510,Silent Dominion,Apex Workshop,Action,2022-08-11,8,Thursday,14.99,False,False,0,Fast-Paced|Competitive|Fishing|Exploration|Dark,5,False,False,False,3,5,0.712,False,330,False,,0.0,6,0.5,9,0.25,0.202,2.33,38.9
SG-0511,Odyssey,Rogue Media,Visual Novel,2020-08-19,8,Wednesday,24.99,False,False,0,Anime|Choices Matter|2D|3D|Pixel Graphics|PvE,6,False,False,False,0,1,0.691,False,2093,False,,34.3,77,0.687,195,3.21,0.102,2.76,51.73
SG-0512,Protocol of Abyss,Pixel Forge,Strategy,2023-02-05,2,Sunday,9.99,False,False,0,Turn-Based|Base Building|Narrative|Controller Support|Retro|Management|Tactical|Choices Matter,8,False,False,True,0,6,0.601,False,17926,False,,3.9,105,0.547,668,4.38,0.235,0.94,39.45
SG-0513,Zenith of Wasteland,Nexus Digital,Adventure,2020-12-05,12,Saturday,29.99,False,False,0,Story Rich|Exploration|Narrative|PvP|Real-Time|Fast-Paced|Deck Building|Bullet Hell,8,False,True,False,0,7,0.861,True,5304,False,,57.3,124,0.532,250,5.17,0.079,1.69,44.18
SG-0514,The Frontier,Obsidian Works,Sports,2022-01-30,1,Sunday,9.99,False,False,0,Multiplayer|Controller Support|PvP|3D|Fishing|Story Rich,6,False,True,True,3,2,0.778,False,2284,True,0.065,69.9,27,0.659,48,1.12,0.217,1.41,39.83
SG-0515,Protocol of Horizon,Titan Works,RPG,2023-04-30,4,Sunday,14.99,False,False,0,Story Rich|Choices Matter|Open World|Singleplayer|Relaxing|Sci-Fi|Farming|City Builder,8,False,False,False,1,4,0.805,True,14863,True,0.055,43.6,397,0.777,1584,16.54,0.124,2.4,70.69
SG-0516,The Abyss,Frost Games,Simulation,2020-05-14,5,Thursday,9.99,False,True,10,Management|Relaxing|Singleplayer|Exploration,4,False,False,False,1,12,0.421,True,31015,False,,67.4,473,0.502,844,19.71,0.317,1.15,53.38
SG-0517,Realm of Haven,Iron Entertainment,Action,2020-05-28,5,Thursday,9.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support,4,False,False,True,0,1,0.784,True,11018,False,,94.4,307,0.537,594,12.79,0.173,1.84,52.37
SG-0518,Kingdom of Exodus,Silver Collective,Visual Novel,2023-12-11,12,Monday,39.99,False,False,0,Choices Matter|2D|City Builder|Pixel Graphics|Retro|Singleplayer,6,False,False,False,4,1,0.898,False,14347,True,0.178,1.6,838,0.946,2209,34.92,0.01,4.48,87.07
SG-0519,Dark Bastion,Ember Arts,Action,2020-05-25,5,Monday,49.99,False,True,15,Fast-Paced|Controller Support|Competitive|Music|Early Access|Turn-Based|PvP,7,True,True,True,3,4,0.648,False,14294,False,,43.2,108,0.433,139,4.5,0.236,0.32,30.91
SG-0520,Inferno of Frontier,Pixel Workshop,Strategy,2023-04-15,4,Saturday,19.99,False,False,0,Turn-Based|Management|Base Building|Relaxing|Choices Matter,5,False,False,False,0,3,0.904,False,2814,False,,24.8,52,0.69,283,2.17,0.113,3.91,52.22
SG-0521,The Kingdom,Azure Games,Strategy,2021-11-26,11,Friday,39.99,False,True,15,Turn-Based|Real-Time|Tactical|Management|Narrative|Procedural Generation,6,False,False,False,12,10,0.773,False,5826,False,,40.7,92,0.601,214,3.83,0.173,2.88,49.37
SG-0522,Frost Inferno,Void Collective,RPG,2020-03-09,3,Monday,19.99,False,True,10,Fantasy|Turn-Based|Card Game|Post-Apocalyptic|Fishing|City Builder|Base Building,7,False,False,False,0,5,0.508,False,2381,False,,57.4,65,0.536,96,2.71,0.16,2.42,43.78
SG-0523,Citadel of Nexus,Apex Games,Platformer,2022-05-26,5,Thursday,14.99,False,False,0,Difficult|Singleplayer|Metroidvania|Competitive|Open World,5,False,False,False,0,5,0.812,True,1424,False,,67.0,33,0.804,35,1.38,0.077,2.68,52.81
SG-0524,Crimson Inferno,Nexus Creations,Indie,2022-07-04,7,Monday,29.99,False,False,0,Retro|Atmospheric|Souls-like|Sandbox|Difficult|Cute,6,False,False,False,2,10,0.732,False,11765,False,,41.4,57,0.434,317,2.38,0.212,1.36,35.2
SG-0525,Wasteland,Golden Interactive,Casual,2020-11-05,11,Thursday,29.99,False,True,15,Relaxing|Cute|2D|Singleplayer|Moddable|Fantasy|Turn-Based|Controller Support,8,False,False,True,8,6,0.511,False,1408,False,,40.9,30,0.661,55,1.25,0.106,3.19,49.66
SG-0526,Bastion,Titan Software,Action,2020-08-09,8,Sunday,9.99,False,True,20,Hack and Slash|3D|Base Building|Singleplayer|Sandbox|Pixel Graphics,6,False,False,False,4,4,0.856,False,5989,False,,18.4,224,0.716,303,9.33,0.066,3.49,60.66
SG-0527,Horizon of Exodus,Titan Games,Action,2020-05-25,5,Monday,14.99,False,False,0,Fast-Paced|Hack and Slash|3D|Competitive,4,False,False,False,10,2,0.768,True,31821,False,,56.9,1826,0.894,4014,76.08,0.071,2.71,90.34
SG-0528,The Protocol,Obsidian Labs,Platformer,2022-02-23,2,Wednesday,14.99,False,False,0,Pixel Graphics|Difficult|Singleplayer|Retro,4,False,False,False,3,4,0.672,False,2780,False,,16.8,25,0.496,83,1.04,0.198,1.48,35.62
SG-0529,Legacy of Nexus,Shadow Games,Sports,2021-12-24,12,Friday,39.99,False,False,0,3D|Crafting|Sci-Fi|Fantasy|Fast-Paced|Narrative|Post-Apocalyptic|Bullet Hell,8,False,False,False,4,1,0.478,False,5894,False,,39.0,17,0.389,107,0.71,0.273,0.2,24.69
SG-0530,Exodus,Silver Digital,Indie,2022-04-04,4,Monday,4.99,False,False,0,2D|Retro|Atmospheric|Competitive|Open World,5,False,False,False,6,18,0.752,False,1162,False,,43.6,6,0.575,42,0.25,0.189,3.62,44.82
SG-0531,Rift,Shadow Labs,Visual Novel,2022-09-13,9,Tuesday,24.99,False,False,0,Narrative|Story Rich|Choices Matter|Fast-Paced|Cooking|Sandbox|Anime|Atmospheric,8,False,False,False,3,3,0.603,False,1679,True,0.07,18.8,35,0.653,37,1.46,0.073,4.13,50.03
SG-0532,Haven of Citadel,Apex Productions,Action,2020-11-13,11,Friday,9.99,False,True,15,Fast-Paced|Hack and Slash|3D|Controller Support,4,False,False,True,4,2,0.685,True,4634,False,,97.8,156,0.748,351,6.5,0.119,3.49,58.29
SG-0533,Chronicles,Storm Works,Platformer,2021-12-13,12,Monday,4.99,False,True,15,2D|Difficult|Sandbox|Fast-Paced|PvE|Atmospheric|Card Game|Dark,8,False,False,False,1,9,0.763,False,2617,False,,35.9,127,0.715,179,5.29,0.054,2.35,53.17
SG-0534,Eternal Exodus,Obsidian Works,Action,2023-05-08,5,Monday,9.99,False,False,0,Controller Support|Base Building|Procedural Generation|Pixel Graphics,4,False,False,True,3,2,0.778,False,68937,True,0.056,80.9,1749,0.543,4251,72.88,0.177,2.09,76.1
SG-0535,Frontier,Storm Collective,Indie,2021-03-30,3,Tuesday,14.99,False,False,0,Pixel Graphics|2D|Retro|Atmospheric,4,False,False,False,5,4,0.715,False,2309,False,,42.9,94,0.798,57,3.92,0.18,3.8,55.23
SG-0536,The Legends,Pixel Workshop,Action,2022-03-31,3,Thursday,24.99,False,True,20,Hack and Slash|3D|Controller Support|Competitive|Fast-Paced|Multiplayer,6,False,True,True,0,3,0.904,False,1449,False,,32.8,25,0.652,56,1.04,0.131,1.5,41.3
SG-0537,Shadow Odyssey,Pixel Software,Simulation,2020-10-25,10,Sunday,14.99,False,True,25,Management|Sandbox|Crafting|Relaxing|Multiplayer|PvP,6,False,True,False,0,8,0.821,False,3695,True,0.031,31.9,1,0.357,14,0.04,0.235,1.55,30.05
SG-0538,Rift of Exodus,Storm Software,Adventure,2022-04-17,4,Sunday,14.99,False,False,0,Exploration|Singleplayer|Competitive|Sci-Fi|Difficult|Crafting,6,False,False,False,1,4,0.939,True,6926,False,,17.5,317,0.756,173,13.21,0.088,4.67,64.73
SG-0539,Neon Horizon,Shadow Collective,Platformer,2021-10-30,10,Saturday,14.99,False,False,0,2D|Pixel Graphics|Singleplayer|VR|Farming|Open World,6,False,False,False,3,3,0.722,False,43167,False,,33.8,1002,0.541,505,41.75,0.17,1.0,55.69
SG-0540,Protocol of Zenith,Storm Studios,Adventure,2020-06-14,6,Sunday,9.99,False,True,25,Atmospheric|Singleplayer|Narrative|Choices Matter|Cute|Farming,6,False,False,False,0,1,0.972,False,522,False,,44.7,6,0.486,6,0.25,0.261,0.95,30.68
SG-0541,The Abyss,Golden Media,Adventure,2021-02-23,2,Tuesday,0.0,True,False,0,Exploration|Singleplayer|3D|Turn-Based|Online Co-op|Farming|Moddable|Cooking,8,False,True,False,3,12,0.668,True,14611,False,,48.7,142,0.736,325,5.92,0.148,2.16,52.62
SG-0542,Crimson Realm,Titan Productions,Indie,2020-05-30,5,Saturday,24.99,False,True,25,Pixel Graphics|2D|Singleplayer|Tactical,4,False,False,False,4,2,0.7,False,513,False,,48.4,17,0.693,22,0.71,0.127,2.5,47.15
SG-0543,Frost Forge,Pixel Forge,Simulation,2020-09-21,9,Monday,49.99,False,False,0,Sandbox|Crafting|Relaxing|Real-Time|Retro|3D,6,False,False,False,0,6,0.601,False,1233,False,,36.7,50,0.84,48,2.08,0.023,4.27,57.04
SG-0544,Odyssey of Citadel,Titan Productions,Casual,2022-04-03,4,Sunday,9.99,False,False,0,Singleplayer|Retro|Controller Support|Pixel Graphics|Fast-Paced|Crafting|Hack and Slash,7,False,False,True,4,2,0.7,False,2376,False,,10.8,9,0.407,17,0.38,0.193,0.44,26.94
SG-0545,The Protocol,Nova Media,Indie,2022-10-30,10,Sunday,19.99,False,False,0,Singleplayer|Retro|Atmospheric|Sandbox|Dark|Post-Apocalyptic|Pixel Graphics,7,False,False,False,0,3,0.81,True,9284,False,,39.0,108,0.471,286,4.5,0.218,1.34,38.01
SG-0546,Abyss,Nova Forge,Indie,2022-07-05,7,Tuesday,0.0,True,False,0,Pixel Graphics|2D|Retro|Atmospheric|Cooking|Moddable,6,False,False,False,0,3,0.541,False,613,False,,28.3,11,0.538,38,0.46,0.143,3.25,44.59
SG-0547,Hollow Horizon,Void Entertainment,Indie,2021-01-17,1,Sunday,14.99,False,False,0,Pixel Graphics|2D|Retro|Base Building,4,False,False,False,1,5,0.827,False,564,True,0.164,6.7,3,0.549,21,0.12,0.199,1.9,38.18
SG-0548,The Eclipse,Frost Forge,Action,2021-02-03,2,Wednesday,19.99,False,False,0,Controller Support|Multiplayer|Tower Defense|Bullet Hell,4,False,True,True,0,5,0.675,False,1202,False,,41.7,8,0.534,58,0.33,0.206,2.36,40.29
SG-0549,Rift,Obsidian Labs,Adventure,2020-04-18,4,Saturday,19.99,False,False,0,Narrative|Multiplayer|Base Building|Turn-Based|Online Co-op|Anime,6,False,True,False,3,4,0.672,False,1454,False,,7.1,35,0.561,102,1.46,0.115,2.46,44.19
SG-0550,The Sanctum,Rogue Digital,Indie,2021-12-03,12,Friday,49.99,False,False,0,Pixel Graphics|2D|Singleplayer|Difficult,4,False,False,False,1,5,0.971,False,24823,False,,46.5,267,0.41,500,11.12,0.226,1.44,43.79
SG-0551,The Eclipse,Azure Workshop,Casual,2023-08-18,8,Friday,19.99,False,True,25,2D|Puzzle|Singleplayer|Sandbox|Moddable,5,False,False,False,9,1,0.757,False,396,True,0.01,42.7,19,0.99,34,0.79,0.075,3.31,59.48
SG-0552,Neon Protocol,Lunar Interactive,Action,2022-11-25,11,Friday,4.99,False,False,0,3D|Controller Support|Atmospheric|Cute|Turn-Based,5,False,False,True,4,5,0.584,False,9919,False,,55.8,328,0.819,338,13.67,0.064,3.9,68.08
SG-0553,The Depths,Titan Works,Action,2022-11-16,11,Wednesday,9.99,False,False,0,Fast-Paced|3D|Competitive|Tower Defense|Crafting|Online Co-op,6,False,True,False,1,4,0.805,True,45893,False,,78.4,1853,0.797,2916,77.21,0.106,2.91,83.54
SG-0554,Frost Exodus,Storm Interactive,Casual,2021-11-17,11,Wednesday,14.99,False,False,0,Relaxing|Singleplayer|Cute|Moddable|Open World|PvP|Card Game|Online Co-op,8,False,True,False,1,1,0.72,False,3614,False,,43.3,25,0.448,78,1.04,0.301,0.2,26.24
SG-0555,Dominion of Exodus,Frost Games,Platformer,2023-01-10,1,Tuesday,24.99,False,False,0,Pixel Graphics|Singleplayer|Retro|Anime|Souls-like|Sandbox|PvE|Multiplayer,8,False,True,False,1,12,0.421,True,886,False,,74.3,31,0.744,108,1.29,0.068,3.28,52.99
SG-0556,Horizon,Pixel Workshop,Indie,2020-09-22,9,Tuesday,19.99,False,True,15,Pixel Graphics|2D|Deck Building|Management|Card Game|3D|Farming,7,False,False,False,0,3,0.904,False,1167,True,0.081,23.6,14,0.423,60,0.58,0.196,1.27,31.91
SG-0557,Legacy,Pixel Digital,Sports,2023-05-15,5,Monday,19.99,False,False,0,3D|Moddable|Metroidvania|Real-Time|Early Access|Controller Support,6,True,False,True,3,8,0.728,False,1094,False,,53.8,6,0.511,9,0.25,0.24,1.53,34.64
SG-0558,Wasteland of Kingdom,Ember Works,Strategy,2021-05-16,5,Sunday,9.99,False,False,0,Turn-Based|Real-Time|Base Building|Bullet Hell|Pixel Graphics|Atmospheric,6,False,False,False,0,2,0.946,False,222,False,,30.0,3,0.77,23,0.12,0.056,3.65,52.47
SG-0559,Bastion,Titan Works,Sports,2023-02-27,2,Monday,19.99,False,False,0,Multiplayer|Competitive|Controller Support|PvP,4,False,True,True,1,4,0.805,True,3788,False,,95.8,143,0.775,215,5.96,0.083,2.44,55.79
SG-0560,Depths,Void Entertainment,Adventure,2023-05-16,5,Tuesday,0.0,True,False,0,Exploration|Atmospheric|Singleplayer|Fast-Paced,4,False,False,False,1,5,0.827,False,2805,True,0.198,26.0,57,0.631,219,2.38,0.116,0.69,38.82
SG-0561,Sanctum,Void Entertainment,Action,2022-04-16,4,Saturday,39.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support,4,False,False,True,1,5,0.827,False,1168,False,,67.1,42,0.725,68,1.75,0.125,2.01,46.89
SG-0562,The Zenith,Void Collective,RPG,2021-05-18,5,Tuesday,19.99,False,False,0,Story Rich|Fantasy|Choices Matter|Open World|Turn-Based|Fast-Paced|Fishing,7,False,False,False,0,5,0.508,False,21541,False,,28.1,414,0.604,1835,17.25,0.101,2.43,67.65
SG-0563,The Abyss,Neon Labs,Action,2021-05-20,5,Thursday,9.99,False,False,0,Controller Support|Card Game|Tower Defense|Relaxing|Hack and Slash,5,False,False,True,0,2,0.627,False,1964,False,,54.0,16,0.761,160,0.67,0.083,4.57,52.88
SG-0564,Abyss,Shadow Labs,Strategy,2022-03-07,3,Monday,29.99,False,False,0,Tactical|Management|Music|Fishing|Procedural Generation|Story Rich|Dark,7,False,False,False,3,3,0.603,False,609,False,,33.6,8,0.544,10,0.33,0.185,0.97,33.77
SG-0565,Wasteland,Storm Forge,Casual,2023-02-08,2,Wednesday,0.0,True,False,0,Relaxing|Cute|Puzzle|Singleplayer|Story Rich,5,False,False,False,6,1,0.746,False,432,True,0.034,42.7,11,0.867,50,0.46,0.064,3.92,55.7
SG-0566,Lost Frontier,Titan Creations,Strategy,2021-06-27,6,Sunday,4.99,False,True,20,Turn-Based|Real-Time|Base Building|Difficult,4,False,False,False,1,7,0.743,False,389,True,0.086,9.9,12,0.758,17,0.5,0.127,2.84,50.59
SG-0567,Frost Legends,Silver Forge,Sports,2020-12-18,12,Friday,19.99,False,True,25,PvP|Early Access|Choices Matter|Pixel Graphics|City Builder|Dark,6,True,True,False,2,1,0.85,True,32872,False,,41.5,438,0.727,930,18.25,0.156,2.91,70.28
SG-0568,Legends of Nexus,Shadow Arts,Puzzle,2022-11-14,11,Monday,59.99,False,False,0,Singleplayer|Relaxing|Atmospheric|Narrative|Procedural Generation|Fantasy|Farming,7,False,False,False,1,1,0.732,False,1096,False,,56.7,7,0.571,33,0.29,0.226,1.14,34.83
SG-0569,Citadel,Void Collective,Adventure,2023-01-11,1,Wednesday,19.99,False,False,0,Story Rich|Atmospheric|Narrative|Co-op,4,False,True,False,0,5,0.508,False,537,False,,53.8,3,0.489,11,0.12,0.176,0.2,28.21
SG-0570,The Forge,Obsidian Games,Strategy,2021-02-25,2,Thursday,29.99,False,True,25,Turn-Based|Real-Time|Tactical|Management|Base Building,5,False,False,False,10,4,0.98,True,7102,False,,75.9,96,0.557,334,4.0,0.213,1.15,39.44
SG-0571,Golden Legacy,Storm Collective,Adventure,2020-04-28,4,Tuesday,0.0,True,False,0,Story Rich|Exploration|Multiplayer|Farming|Card Game|Retro|Turn-Based|VR,8,False,True,False,5,4,0.715,False,1473,False,,30.0,40,0.844,45,1.67,0.103,3.84,55.55
SG-0572,Frost Sanctum,Iron Games,Action,2022-09-20,9,Tuesday,49.99,False,False,0,Fast-Paced|Competitive|Difficult|Music|Real-Time|Multiplayer|Management,7,False,True,False,1,2,0.654,False,1944,False,,34.5,22,0.655,32,0.92,0.151,1.88,42.8
SG-0573,Endless Legacy,Obsidian Productions,Indie,2022-06-30,6,Thursday,0.0,True,False,0,Singleplayer|2D|Relaxing|Deck Building|Competitive,5,False,False,False,3,3,0.629,False,2123,True,0.191,29.1,26,0.576,110,1.08,0.202,2.68,44.1
SG-0574,The Sanctum,Shadow Entertainment,RPG,2021-01-15,1,Friday,19.99,False,False,0,Story Rich|Pixel Graphics|Tactical|Cute,4,False,False,False,1,3,0.534,False,4747,False,,28.0,135,0.789,352,5.62,0.097,3.24,59.02
SG-0575,The Realm,Pixel Digital,Adventure,2023-05-03,5,Wednesday,0.0,True,False,0,Story Rich|Atmospheric|Narrative|Singleplayer|Open World|Metroidvania|Fishing|Bullet Hell,8,False,False,False,3,8,0.728,False,725,False,,0.0,5,0.385,21,0.21,0.202,0.41,25.84
SG-0576,Odyssey of Realm,Crystal Interactive,RPG,2020-01-30,1,Thursday,39.99,False,False,0,Story Rich|Choices Matter|Open World|Turn-Based|PvP|Fishing,6,False,True,False,3,6,0.98,False,1098,False,,50.2,19,0.522,42,0.79,0.175,0.2,29.96
SG-0577,Legends,Titan Works,RPG,2023-05-06,5,Saturday,59.99,False,True,20,Story Rich|Fantasy|Choices Matter|Open World,4,False,False,False,1,4,0.805,True,11203,True,0.13,26.7,235,0.626,445,9.79,0.156,1.62,50.7
SG-0578,Legacy,Shadow Arts,Casual,2021-10-01,10,Friday,9.99,False,False,0,Relaxing|Cute|Singleplayer|Farming|City Builder|3D|Competitive,7,False,False,False,1,1,0.732,False,50,False,,72.2,1,0.438,5,0.04,0.292,0.39,25.75
SG-0579,Iron Forge,Storm Media,Action,2020-04-03,4,Friday,14.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Relaxing,5,False,False,True,3,1,0.492,True,66204,False,,100.0,2467,0.726,7135,102.79,0.113,2.76,88.89
SG-0580,Thunder Horizon,Nova Media,Strategy,2021-03-29,3,Monday,14.99,False,True,15,Real-Time|Base Building|Turn-Based|Bullet Hell|VR|Pixel Graphics,6,False,False,False,0,3,0.81,True,1252,True,0.075,76.4,34,0.731,130,1.42,0.081,3.34,52.59
SG-0581,Thunder Nexus,Titan Software,Action,2023-05-01,5,Monday,24.99,False,False,0,Fast-Paced|3D|Post-Apocalyptic|City Builder|PvE|Retro,6,False,False,False,4,4,0.856,False,860,False,,11.2,21,0.657,10,0.88,0.187,1.39,39.75
SG-0582,The Frontier,Frost Forge,Adventure,2023-04-13,4,Thursday,14.99,False,True,10,Story Rich|Exploration|Open World|Moddable|3D|Pixel Graphics,6,False,False,False,0,5,0.675,False,8386,False,,88.0,104,0.689,629,4.33,0.2,2.44,51.52
SG-0583,Thunder Forge,Neon Digital,Sports,2020-04-17,4,Friday,9.99,False,True,25,Multiplayer|Controller Support|3D|Narrative,4,False,True,True,4,5,0.82,False,632,False,,73.8,11,0.652,14,0.46,0.16,1.71,41.21
SG-0584,Eternal Frontier,Lunar Labs,Indie,2023-07-19,7,Wednesday,14.99,False,False,0,Pixel Graphics|Retro|Atmospheric|Card Game|Anime,5,False,False,False,0,3,0.594,False,856,True,0.144,68.7,2,0.343,5,0.08,0.294,0.2,21.98
SG-0585,Horizon,Frost Forge,Action,2020-12-12,12,Saturday,24.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|Competitive,4,False,False,True,0,5,0.675,False,1449,True,0.089,26.9,61,0.74,86,2.54,0.079,4.83,53.79
SG-0586,Chronicles,Crystal Arts,Action,2023-06-16,6,Friday,19.99,False,False,0,Hack and Slash|Competitive|Choices Matter|Cooking|2D|Sandbox|Atmospheric,7,False,False,False,0,3,0.594,False,247,False,,12.6,2,0.671,14,0.08,0.119,3.6,48.46
SG-0587,Zenith,Obsidian Interactive,Casual,2023-10-06,10,Friday,29.99,False,False,0,Relaxing|Cute|2D|Puzzle|Controller Support|Pixel Graphics|Early Access|Post-Apocalyptic,8,True,False,True,3,8,0.626,False,183,False,,26.7,1,0.322,5,0.04,0.274,0.52,23.2
SG-0588,Realm,Pixel Digital,Action,2021-02-27,2,Saturday,19.99,False,False,0,Hack and Slash|Controller Support|Competitive|2D|Dark,5,False,False,True,3,8,0.728,False,30801,False,,30.2,1210,0.743,2248,50.42,0.064,2.42,77.41
SG-0589,Crimson Kingdom,Rogue Collective,Horror,2021-11-02,11,Tuesday,19.99,False,False,0,Dark|Singleplayer|Story Rich|3D|Co-op|Cooking|City Builder,7,False,True,False,2,2,0.429,False,64539,True,0.131,96.4,1049,0.722,5683,43.71,0.15,2.23,85.54
SG-0590,The Legends,Pixel Digital,Action,2023-03-12,3,Sunday,4.99,False,False,0,Fast-Paced|Hack and Slash|Controller Support|Sci-Fi|Metroidvania,5,False,False,True,3,8,0.728,False,13961,True,0.137,26.7,168,0.465,242,7.0,0.235,0.29,34.57
SG-0591,The Forge,Nexus Forge,Puzzle,2023-08-02,8,Wednesday,19.99,False,False,0,Relaxing|2D|Crafting|Singleplayer,4,False,False,False,0,4,0.735,False,970,True,0.149,51.3,13,0.49,40,0.54,0.221,0.88,31.46
SG-0592,Hollow Legends,Obsidian Workshop,Simulation,2023-07-07,7,Friday,19.99,False,True,25,Management|Sandbox|Crafting|City Builder|Fantasy|Card Game,6,False,False,False,0,15,0.725,False,2478,True,0.159,49.3,31,0.624,130,1.29,0.177,1.59,40.74
SG-0593,Eclipse,Azure Collective,Action,2022-05-16,5,Monday,19.99,False,False,0,Competitive|City Builder|Singleplayer|Co-op|Dark|Cute|Post-Apocalyptic,7,False,True,False,3,1,0.765,True,1578,False,,47.2,13,0.476,15,0.54,0.209,0.84,30.9
SG-0594,Crimson Frontier,Obsidian Labs,Indie,2021-08-15,8,Sunday,49.99,False,False,0,Pixel Graphics|2D|Singleplayer|Management|Choices Matter|Bullet Hell,6,False,False,False,3,4,0.672,False,210,False,,26.5,1,0.487,7,0.04,0.244,2.45,38.28
SG-0595,The Zenith,Pixel Media,Indie,2022-02-23,2,Wednesday,24.99,False,False,0,Pixel Graphics|Retro|Choices Matter|PvP|Controller Support|Difficult,6,False,True,True,0,6,0.632,False,2240,False,,34.2,5,0.532,13,0.21,0.279,0.2,28.02
